speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,s4_and_other,begin,end,file
4,29,77,221,0.09415584415584416,12,3,12,2,0,50,S43M.tsv
4,68,140,430,0.12142857142857143,21,14,24,9,0,100,S43M.tsv
4,111,215,721,0.12906976744186047,32,27,37,15,0,150,S43M.tsv
4,145,267,1020,0.13576779026217228,35,42,53,15,0,200,S43M.tsv
4,186,336,1368,0.13839285714285715,47,54,68,17,0,250,S43M.tsv
4,229,406,1876,0.14100985221674878,63,71,73,22,0,300,S43M.tsv
4,277,472,2375,0.14671610169491525,82,86,86,23,0,350,S43M.tsv
4,326,518,2815,0.15733590733590733,98,102,102,24,0,400,S43M.tsv
4,381,579,3310,0.1645077720207254,117,104,123,37,0,450,S43M.tsv
4,443,624,3715,0.17748397435897437,131,118,143,51,0,500,S43M.tsv
4,481,655,4002,0.18358778625954197,134,134,154,59,0,550,S43M.tsv
4,502,675,4310,0.18592592592592594,138,141,159,64,0,600,S43M.tsv
4,525,706,4613,0.18590651558073654,145,151,163,66,0,650,S43M.tsv
4,570,728,4971,0.19574175824175824,153,166,177,74,0,700,S43M.tsv
4,606,764,5297,0.19829842931937172,160,181,189,76,0,750,S43M.tsv
4,652,794,5731,0.2052896725440806,170,200,205,77,0,800,S43M.tsv
4,689,821,6034,0.20980511571254568,178,217,216,78,0,850,S43M.tsv
4,722,848,6403,0.21285377358490565,186,232,226,78,0,900,S43M.tsv
4,743,871,6746,0.21326061997703788,188,239,237,79,0,950,S43M.tsv
4,767,898,7053,0.21353006681514478,190,246,248,83,0,1000,S43M.tsv
4,791,919,7337,0.21517954298150163,192,255,254,90,0,1050,S43M.tsv
4,828,951,7715,0.21766561514195584,197,268,263,100,0,1100,S43M.tsv
4,864,993,8151,0.2175226586102719,205,281,277,101,0,1150,S43M.tsv
4,892,1044,8615,0.2136015325670498,207,296,288,101,0,1200,S43M.tsv
4,936,1086,9055,0.2154696132596685,218,308,308,102,0,1250,S43M.tsv
4,961,1105,9389,0.217420814479638,219,316,322,104,0,1300,S43M.tsv
4,965,1121,9545,0.21520963425512935,219,318,324,104,0,1319,S43M.tsv
