speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,s4_and_other,begin,end,file
4,16,107,201,0.037383177570093455,2,7,2,5,0,50,SQD6.tsv
4,52,169,461,0.07692307692307693,12,20,8,12,0,100,SQD6.tsv
4,101,227,762,0.11123348017621146,27,32,18,24,0,150,SQD6.tsv
4,141,294,1102,0.11989795918367346,40,46,26,29,0,200,SQD6.tsv
4,212,353,1491,0.1501416430594901,50,67,45,50,0,250,SQD6.tsv
4,252,392,1765,0.16071428571428573,59,81,55,57,0,300,SQD6.tsv
4,301,416,2091,0.18088942307692307,63,98,69,71,0,350,SQD6.tsv
4,356,457,2377,0.19474835886214442,79,111,75,91,0,400,SQD6.tsv
4,390,488,2721,0.19979508196721313,81,126,79,104,0,450,SQD6.tsv
4,439,512,3017,0.21435546875,92,137,93,117,0,500,SQD6.tsv
4,470,542,3250,0.21678966789667897,100,146,99,125,0,550,SQD6.tsv
4,505,585,3555,0.21581196581196582,103,162,105,135,0,600,SQD6.tsv
4,533,620,3951,0.21491935483870966,107,169,108,149,0,650,SQD6.tsv
4,558,652,4252,0.21395705521472394,111,176,111,160,0,700,SQD6.tsv
4,579,681,4621,0.21255506607929514,112,185,115,167,0,750,SQD6.tsv
4,604,700,4825,0.21571428571428572,112,197,121,174,0,782,SQD6.tsv
