speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,s4_and_other,begin,end,file
4,46,164,375,0.0701219512195122,15,13,17,1,0,50,SLBG.tsv
4,117,266,855,0.1099624060150376,35,39,42,1,0,100,SLBG.tsv
4,158,341,1257,0.1158357771260997,45,53,58,2,0,150,SLBG.tsv
4,196,382,1523,0.12827225130890052,60,59,73,4,0,200,SLBG.tsv
4,240,418,1842,0.14354066985645933,82,67,85,6,0,250,SLBG.tsv
4,267,443,2065,0.15067720090293454,94,75,91,7,0,300,SLBG.tsv
4,292,476,2457,0.15336134453781514,104,84,97,7,0,350,SLBG.tsv
4,320,515,2843,0.1553398058252427,119,89,104,8,0,400,SLBG.tsv
4,360,561,3241,0.16042780748663102,135,94,123,8,0,450,SLBG.tsv
4,360,564,3258,0.1595744680851064,135,94,123,8,0,455,SLBG.tsv
