begin,end,s1_er_ratio,s2_er_ratio,er_ratio_average,file
0,50,0.23225806451612904,0.5555555555555556,0.3157894736842105,SUPV.tsv
50,100,0.16025641025641027,0.6058823529411764,0.27899686520376177,SUPV.tsv
100,150,0.2920353982300885,0.37209302325581395,0.3347107438016529,SUPV.tsv
150,200,0.21621621621621623,0.27364864864864863,0.26216216216216215,SUPV.tsv
200,250,0.43902439024390244,0.09854014598540146,0.17696629213483145,SUPV.tsv
250,300,0.2923728813559322,0.35714285714285715,0.3007380073800738,SUPV.tsv
300,350,0.4032258064516129,0.4,0.40145985401459855,SUPV.tsv
350,400,0.48314606741573035,0.23863636363636365,0.32075471698113206,SUPV.tsv
400,450,0.33613445378151263,0.41312741312741313,0.3888888888888889,SUPV.tsv
450,500,0.4936708860759494,0.3523809523809524,0.4272930648769575,SUPV.tsv
500,550,0.09852216748768473,0.5242718446601942,0.1601123595505618,SUPV.tsv
550,600,0.6203703703703703,0.16511627906976745,0.25650557620817843,SUPV.tsv
600,650,0.37777777777777777,0.3771186440677966,0.37735849056603776,SUPV.tsv
650,700,0.23022847100175747,0.31666666666666665,0.2384737678855326,SUPV.tsv
700,750,0.16065573770491803,0.4716981132075472,0.28820116054158607,SUPV.tsv
750,800,0.24444444444444444,0.5901639344262295,0.300531914893617,SUPV.tsv
800,850,0.22966507177033493,0.38202247191011235,0.2751677852348993,SUPV.tsv
850,900,0.35714285714285715,0.32666666666666666,0.3439306358381503,SUPV.tsv
900,950,0.32083333333333336,0.5159235668789809,0.3979848866498741,SUPV.tsv
950,1000,0.2887323943661972,0.44715447154471544,0.3366093366093366,SUPV.tsv
1000,1027,0.24793388429752067,0.19696969696969696,0.22994652406417113,SUPV.tsv
