begin,end,s1_er_ratio,s2_er_ratio,er_ratio_average,file
0,50,0.3252032520325203,0.38697318007662834,0.35700197238658776,SVET.tsv
50,100,0.33783783783783783,0.46419098143236076,0.41736227045075125,SVET.tsv
100,150,0.17732558139534885,0.6043689320388349,0.41005291005291006,SVET.tsv
150,200,0.6141975308641975,0.47107438016528924,0.5209903121636168,SVET.tsv
200,250,0.3113207547169811,0.5018450184501845,0.398981324278438,SVET.tsv
250,300,0.4897959183673469,0.4423076923076923,0.4713216957605985,SVET.tsv
300,350,0.30927835051546393,0.5155555555555555,0.4200477326968974,SVET.tsv
350,400,0.56,0.41904761904761906,0.4613333333333333,SVET.tsv
400,450,0.531496062992126,0.43870967741935485,0.4804964539007092,SVET.tsv
450,500,0.41530054644808745,0.49107142857142855,0.4440677966101695,SVET.tsv
500,534,0.3008474576271186,0.525,0.4036697247706422,SVET.tsv
