begin,end,s1_er_ratio,s2_er_ratio,er_ratio_average,file
0,50,0.10467706013363029,0.4318181818181818,0.13387423935091278,SD8N.tsv
50,100,0.1598639455782313,0.532520325203252,0.3296296296296296,SD8N.tsv
100,150,0.46938775510204084,0.36423841059602646,0.42363112391930835,SD8N.tsv
150,200,0.5648854961832062,0.20481927710843373,0.32894736842105265,SD8N.tsv
200,250,0.3819444444444444,0.3006134969325153,0.33876221498371334,SD8N.tsv
250,300,0.3356401384083045,0.40458015267175573,0.35714285714285715,SD8N.tsv
300,350,0.4432624113475177,0.34965034965034963,0.4117647058823529,SD8N.tsv
350,400,0.46285714285714286,0.41254125412541254,0.4309623430962343,SD8N.tsv
400,450,0.20851063829787234,0.37894736842105264,0.25757575757575757,SD8N.tsv
450,500,0.3707865168539326,0.45528455284552843,0.4053156146179402,SD8N.tsv
500,501,0.0,0.0,0.0,SD8N.tsv
